BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
HB0142,,SB0016,Delegate Taylor,[{'Name': 'Delegate Taylor'}],Specifying that the amount of earnings withholding or a wage withholding order for child support may not exceed 25% of the obligor's disposable earnings under certain circumstances; requiring an earnings withholding order or earnings withholding notice sent to an obligor's employer to include information on certain limits on earnings withholding; and authorizing an employee to contest the amount of an earnings withholding order based on certain limits.,Child Support - Earnings Withholdings Limits,In the House - Hearing 2/05 at 2:00 p.m.,Judiciary,,,,2026-01-14,2026-02-05T14:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'd4', 'Name': 'Family Law'}]","[{'Code': 'appeals', 'Name': 'Appeals -see also- Judicial Review'}, {'Code': 'attachg', 'Name': 'Attachments and Garnishments'}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'lowi', 'Name': 'Low-Income'}, {'Code': 'moderai', 'Name': 'Moderate-Income'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'poverty', 'Name': 'Poverty'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}, {'Code': 'suppord', 'Name': 'Support of Dependents -see also- Alimony'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0143,,SB0092,Delegate Charkoudian,[{'Name': 'Delegate Charkoudian'}],"Requiring the Public Service Commission and the Maryland Energy Administration jointly, in consultation with neighboring states, to study the benefits and costs of, and make recommendations on, potential options for certain actions with regard to withdrawing from the PJM Interconnection, LLC capacity market model, developing a certain multistate compact, withdrawing from PJM Interconnection, LLC, and establishing or joining an alternative regional transmission organization; etc.","Electric Company Contracts, Capacity Market Models, and Regional Transmission Organizations - Studies",In the House - Hearing 2/03 at 2:00 p.m.,Environment and Transportation,,,,2026-01-14,2026-02-03T14:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'c5', 'Name': 'Utility Regulation'}, {'Code': 'm5', 'Name': 'Energy and Climate'}]","[{'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'energym', 'Name': 'Energy Matters -see also- Fuel; NuclearMatt; PwrPlnts; etc.'}, {'Code': 'energyti', 'Name': 'Energy Technology and Infrastructure'}, {'Code': 'intergc', 'Name': 'Intergovernmental Cooperation -see also- AdmAgn; Cmts; etc.'}, {'Code': 'publicsc', 'Name': 'Public Service Commission'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'studies', 'Name': 'Studies -see also- Commitees & Commissions; Reports'}, {'Code': 'utilities', 'Name': 'Utilities -see also- Recycl; Refuse; Sewage; Teleph; Water'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0144,,,Delegate Vogel,[{'Name': 'Delegate Vogel'}],"Establishing the Fair Pricing and Market Competition Fund as a special, nonlapsing fund to provide additional operating funds for the Antitrust Division of the Office of the Attorney General; requiring that certain civil penalties, damages, attorney's fees, and costs awarded to the State be credited to the Fund; and requiring, for fiscal years 2028 through 2033, that the Governor include in the annual budget bill a certain appropriation to the Fund.",Commercial Law – Fair Pricing and Market Competition Fund – Establishment,In the House - Hearing 2/10 at 1:00 p.m.,Economic Matters,,,,2026-01-14,2026-02-10T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'i4', 'Name': 'Commercial Law - Generally'}]","[{'Code': 'antitre', 'Name': 'Antitrust Enforcement'}, {'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'attorng', 'Name': 'Attorney General'}, {'Code': 'budgets', 'Name': 'Budgets -see also- Capital Budgets'}, {'Code': 'commerb', 'Name': 'Commerce and Business -see also- ElectrComm; ForeignTr; etc.'}, {'Code': 'governor', 'Name': 'Governor'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'treasurers', 'Name': 'Treasurers'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0145,,SB0141,Delegate Feldmark,[{'Name': 'Delegate Feldmark'}],"Requiring the State Administrator of Elections to take certain actions if the State Administrator receives a credible report that election misinformation or election disinformation, including a deepfake, has been or is being communicated, disseminated, or distributed; requiring the Administrator to communication correct information to the public; prohibiting a person, under certain circumstances, from knowingly or with reckless disregard using or disseminating a deepfake to produce materially false information; etc.","Election Law - Election Misinformation, Election Disinformation, and Deepfakes",In the House - Hearing 2/04 at 2:00 p.m.,"Government, Labor, and Elections",,,,2026-01-14,2026-02-04T14:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'g1', 'Name': 'Elections'}]","[{'Code': 'advertising', 'Name': 'Advertising'}, {'Code': 'civila', 'Name': 'Civil Actions -see also- Small Claims'}, {'Code': 'communication', 'Name': 'Communications -see also- ElecComm; Intergov; etc.'}, {'Code': 'damages', 'Name': 'Damages'}, {'Code': 'deepfakes', 'Name': 'Deepfakes'}, {'Code': 'elections', 'Name': 'Elections'}, {'Code': 'electisb', 'Name': 'Elections, State Board of'}, {'Code': 'federag', 'Name': 'Federal Government'}, {'Code': 'fines', 'Name': 'Fines -see also- Penalties and Sentences'}, {'Code': 'fraud', 'Name': 'Fraud -see also- Forgery'}, {'Code': 'internet', 'Name': 'Internet -see also- Internet Access'}, {'Code': 'newsm', 'Name': 'News Media'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'politica', 'Name': 'Political Candidates'}, {'Code': 'radio', 'Name': 'Radio'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'subpoenas', 'Name': 'Subpoenas'}, {'Code': 'television', 'Name': 'Television -see also- Cable Television'}, {'Code': 'voting', 'Name': 'Voting -see also- Absentee and Mail-In Voting'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0146,,SB0165,Delegate Guyton,[{'Name': 'Delegate Guyton'}],"Requiring a landlord of property that is served by an on-site wastewater system to ensure, on or before July 1, 2028, and before each new tenant occupies the property thereafter, that the system has been inspected and pumped out in a certain manner; requiring a landlord or an owner of property to notify a certain delegated approval authority that an on-site sewage disposal system is failing and when the system is fixed, under certain circumstances; extending certain dates; etc.",Environment - On-Site Wastewater Systems - Requirements for Inspection and Pumping Services and Implementation Dates,In the House - Hearing 2/04 at 1:00 p.m.,Environment and Transportation,,,,2026-01-14,2026-02-04T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'm3', 'Name': 'Environment'}, {'Code': 'n1', 'Name': 'Real Property'}]","[{'Code': 'disclosure', 'Name': 'Disclosure'}, {'Code': 'envirod', 'Name': 'Environment, Department of the'}, {'Code': 'envirom', 'Name': 'Environmental Matters -see also- Conserv; Nat Resrce; Pollut'}, {'Code': 'inspections', 'Name': 'Inspections -see also- Motor Vehicle Inspection'}, {'Code': 'landlot', 'Name': 'Landlords and Tenants'}, {'Code': 'licenscb', 'Name': 'License Commissioners, Boards of'}, {'Code': 'licenses', 'Name': 'Licenses -see also- AB Lic; Certifications; DrLic; Permits'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'reale', 'Name': 'Real Estate -see also- Agents and Brokers'}, {'Code': 'realp', 'Name': 'Real Property'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'sewage', 'Name': 'Sewage'}, {'Code': 'wastewater', 'Name': 'Wastewater'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0147,,SB0069,Delegate Guzzone,[{'Name': 'Delegate Guzzone'}],Repealing a termination provision relating to provisions of law establishing a nonprofit organizations navigator within the Department of Commerce.,Nonprofit Organizations Navigator - Termination Provision - Repeal,"In the House - First Reading Government, Labor, and Elections","Government, Labor, and Elections",,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'p1', 'Name': 'State Government - Agencies, Offices, and Officials'}]","[{'Code': 'applica', 'Name': 'Applicants and Applications'}, {'Code': 'commerb', 'Name': 'Commerce and Business -see also- ElectrComm; ForeignTr; etc.'}, {'Code': 'commerd', 'Name': 'Commerce, Department of'}, {'Code': 'communication', 'Name': 'Communications -see also- ElecComm; Intergov; etc.'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'nonproo', 'Name': 'Nonprofit Organizations'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'termine', 'Name': 'Termination of Employment'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0148,,,Delegate Vogel,[{'Name': 'Delegate Vogel'}],"Prohibiting a person from engaging in certain surveillance-based price setting; making a certain violation of the Act an unfair, abusive, or deceptive trade practice that is subject to enforcement and penalties under the Maryland Consumer Protection Act; and prohibiting an employer from engaging in certain surveillance-based wage setting.",Consumer Protection and Labor and Employment - Surveillance-Based Price and Wage Setting - Prohibition,In the House - Hearing 2/10 at 1:00 p.m.,Economic Matters,,,,2026-01-14,2026-02-10T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'i3', 'Name': 'Commercial Law - Consumer Protection'}, {'Code': 'k3', 'Name': 'Private Sector Labor and Industry'}, {'Code': 's1', 'Name': 'Information Technology - Generally'}]","[{'Code': 'advertising', 'Name': 'Advertising'}, {'Code': 'artifii', 'Name': 'Artificial Intelligence -see also- Biometrics'}, {'Code': 'complaints', 'Name': 'Complaints'}, {'Code': 'consump', 'Name': 'Consumer Protection'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'investi', 'Name': 'Investigations and Inquiries -see also- Crim Bckgrnd Invest'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}, {'Code': 'surveillance', 'Name': 'Surveillance'}, {'Code': 'unfairtp', 'Name': 'Unfair Trade Practices'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0149,,,Delegate Charkoudian,[{'Name': 'Delegate Charkoudian'}],"Authorizing a county or municipal corporation to designate certain fire marshals with the approval of the State Fire Marshal or to request that the State Fire Marshal designate certain fire marshals and requiring the State Fire Marshal to adopt certain regulations governing the qualifications, training, standards, and certification of designees; requiring installation of certain fire prevention in certain high-rise residential buildings; etc.","Fire Prevention - Assistant Fire Marshals, Residential Rental High-Rise Property Fire Safety Equipment, and Fire Alarm System Technicians",In the House - First Reading Environment and Transportation,Environment and Transportation,,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'e4', 'Name': 'Public Safety'}]","[{'Code': 'apartments', 'Name': 'Apartments'}, {'Code': 'certification', 'Name': 'Certifications'}, {'Code': 'codes', 'Name': 'Codes -see also- Annotated Code of Md; Building Codes'}, {'Code': 'construction', 'Name': 'Construction'}, {'Code': 'contractors', 'Name': 'Contractors -see also- Construct; Electricians; etc.'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Charging; Med. Equip.; MV Equip; etc.'}, {'Code': 'evaluar', 'Name': 'Evaluations and Reviews'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes""}, {'Code': 'firep', 'Name': 'Fire Protection'}, {'Code': 'inspections', 'Name': 'Inspections -see also- Motor Vehicle Inspection'}, {'Code': 'jobt', 'Name': 'Job Training -see also- Continuing Ed; Vocational Rehab'}, {'Code': 'licenses', 'Name': 'Licenses -see also- AB Lic; Certifications; DrLic; Permits'}, {'Code': 'publico', 'Name': 'Public Officials -see also- Atty Gen; Compt; Coun Admin; etc'}, {'Code': 'residep', 'Name': 'Residential Property -see also- Apartments; Condominiums'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'safety', 'Name': 'Safety -see also- Occupational Safety'}, {'Code': 'standabp', 'Name': 'Standards and Best Practices'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0150,,,Delegate Cardin,[{'Name': 'Delegate Cardin'}],Proposing amendments to the Maryland Constitution relating to the selection and tenure of circuit court judges; altering the method of filling vacancies in the office of a judge of a circuit court; providing for retention elections following an appointment to fill a vacancy in the office of a judge of a circuit court; providing for a transitional period during which the terms of certain amendments are to become effective; and submitting this amendment to the qualified voters of the State for their adoption or rejection.,Circuit Court Judges - Selection and Retention Elections,"In the House - First Reading Judiciary and Government, Labor, and Elections",Judiciary,"Government, Labor, and Elections",,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,True,"[{'Code': 'd1', 'Name': 'Courts and Court Personnel - Statewide'}, {'Code': 'g1', 'Name': 'Elections'}]","[{'Code': 'age', 'Name': 'Age -see also- Age of Maj; Children; Elderly; Inf&Tod.; etc'}, {'Code': 'appellcm', 'Name': 'Appellate Court of Maryland'}, {'Code': 'circuic', 'Name': 'Circuit Courts'}, {'Code': 'constia', 'Name': 'Constitutional Amendments'}, {'Code': 'death', 'Name': 'Death -see also- Homicide; Murder; Wrongful Death'}, {'Code': 'elections', 'Name': 'Elections'}, {'Code': 'governor', 'Name': 'Governor'}, {'Code': 'judges', 'Name': 'Judges'}, {'Code': 'mandatr', 'Name': 'Mandatory Retirement'}, {'Code': 'referendum', 'Name': 'Referendum'}, {'Code': 'retirement', 'Name': 'Retirement -see also- Mandatory Retirement'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'supremcm', 'Name': 'Supreme Court of Maryland'}, {'Code': 'time', 'Name': 'Time'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0151,,,Delegate Vogel,[{'Name': 'Delegate Vogel'}],Requiring 3% of the sales and use tax revenue collected from the sale of cannabis to be distributed to the Maryland Veterans Trust Fund.,Sales and Use Tax - Distribution of Cannabis Sales Tax Revenue - Maryland Veterans Trust Fund,In the House - Hearing 1/29 at 1:00 p.m.,Ways and Means,,,,2026-01-14,2026-01-29T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'q4', 'Name': 'Taxes - Sales and Use'}]","[{'Code': 'cannabis', 'Name': 'Cannabis -see also- CannDist; CannProd; Smok&Vap'}, {'Code': 'retails', 'Name': 'Retail Sales'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'salesut', 'Name': 'Sales and Use Tax'}, {'Code': 'veterans', 'Name': 'Veterans'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0152,,,Delegate Stewart,[{'Name': 'Delegate Stewart'}],Providing that consumer wire transfers involving electronic funds transfers made ancillary to bank-to-bank transfers via a wire service are subject to certain provisions of the federal Electronic Funds Transfer Act of 1978.,Consumer Protection - Electronic Funds Transfers - Regulations (Elder Fraud Prevention Act of 2026),In the House - Hearing 2/10 at 1:00 p.m.,Economic Matters,,,,2026-01-14,2026-02-10T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'i3', 'Name': 'Commercial Law - Consumer Protection'}, {'Code': 'i4', 'Name': 'Commercial Law - Generally'}]","[{'Code': 'consump', 'Name': 'Consumer Protection'}, {'Code': 'electrft', 'Name': 'Electronic Funds Transfer'}, {'Code': 'federag', 'Name': 'Federal Government'}, {'Code': 'financi', 'Name': 'Financial Institutions -see also- Banks; Credit Unions; etc.'}, {'Code': 'fraud', 'Name': 'Fraud -see also- Forgery'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'sunset', 'Name': 'Sunset'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0153,,SB0012,Delegate Lehman,"[{'Name': 'Delegate Lehman'}, {'Name': 'Delegate Pena-Melnyk'}, {'Name': 'Delegate Ruth'}, {'Name': 'Delegate Stewart'}, {'Name': 'Delegate Terrasa'}]","Requiring a landlord to provide air-conditioning to residential rental units in apartment buildings with four or more individual dwelling units in a certain manner beginning June 1, 2026, for newly constructed residential rental units and beginning October 1, 2026, for residential rental units that undergo renovation that includes the replacement or substantial upgrade of electrical systems or heating systems; and applying the Act prospectively.",Residential Rental Apartments - Air-Conditioning Requirement,In the House - Hearing 2/05 at 1:00 p.m.,Economic Matters,,,,2026-01-14,2026-02-05T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'c9', 'Name': 'Housing and Community Development'}, {'Code': 'n1', 'Name': 'Real Property'}]","[{'Code': 'apartments', 'Name': 'Apartments'}, {'Code': 'buildimr', 'Name': 'Building Maintenance and Repair'}, {'Code': 'buildip', 'Name': 'Building Permits'}, {'Code': 'construction', 'Name': 'Construction'}, {'Code': 'landlot', 'Name': 'Landlords and Tenants'}, {'Code': 'leasesr', 'Name': 'Leases and Rent'}, {'Code': 'realp', 'Name': 'Real Property'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
